    ## Jawoy-álbmot hilgui 1980-logus ruvkedoaimmaid oskkolaš ja kultuvrralaš sivaid dihte .
    ## Kommišuvdna nammadii sierra lávdegotti árvvoštallat dan gažaldaga , muhto lávdegoddi hilgui Fokstada evttohusa nie :
    ## Arcticnet oaččui fálaldaga , ja sin bargu lei measta gárvvis , go Sámi datalávdegotti eanetlohku 1998 álggos hilgui čovdosa maid konferánsa lei mearridan ja álggahii fas ođđa standardda , mii gohčoduvvui « Levi » dahje « WS2 » .





    #$ Bjoner mearkkašupmi juolluduvvo buoremus Norgga lávlui .
    #$ Ajarhana lávlluin lea siskkál-das ritma , ja sin šuoŋain sáhttá gullat lottiid lávlui lassin maid lottiid girdima jienaid , ja heastan-jolggásteapmái lassin maid njurgu biekka jiena riidedeaddji beljiin .
    #$ Danin bohciidii ge lunttaid etniid ja oappá deaivvadeapmi Intriqueain erenoamáš dovdduid go sii adde liđiid lávlui Kai Somby .
    #$ HÁSTTALA:Sámi jienat stivrrajođiheaddji Laila Aleksandersen Guovdageainnus hásttala dál buot sámi lávlui vuolgit mielde sálbmalávlun prošeaktii .
    #$ Váikkovel beroštupmi Sámi jienat koarrii lea lassánan jagis jáhkái , de hálida koarra ain eanet lávlui .
    #$ In liiko diekkár lávlui gii iežas ámadaju vuoidá .
    #$ Olbmuid jienasteamis gárte eanemus jienat lulli-franskalaš lávlui Lizai , gii lávllui occitanialaš gillii .
    #$ Nu jurddašii min rádioreportár ovdal ringestii beakkán sámi lávlui , Ailu Vallii .
    #$ Musikk i Finnmark ozai nuorra juoigiid , lávlui dahje čuojaheaddjiid .
    #$ Rasmussen rámpo iežas koara , muitala lávlui leat erenoamáš čeahppin .
    #$ Bohccostallit , geat ožžo idéa iežaset dánsui jakutialaš Sykkys – dánsajoavkkus Anáris Ijahis_idja - dáhpáhusas 2010 , oaččui Oulus gudnemáinnašumi .
    #$ Joavkku jođiheaddji , oahpaheaddji Bigga-Helena Magga muitala , ahte sii ožžo idéa dánsui jakutialaš Sykkys – dánsajoavkkus , man sii oidne Ijahis_Idja – musihkkadáhpáhusas Anáris borgemánus 2010 .
    #$ Joavkku vihtta nieidda ledje ieža hutkán koreografiija dánsui ovttas Teija Sonkkilain , guhte bargá sihke dánsun- ja drámáoahpaheaddjin ja lei maiddái joavkku bagadallin .
    #$ Juohke dánsui gullevaš historjá lea dehálaš oassi ovdanbuktimis .
    #$ Nuorain leat dieđusge meassut eahkediid ja joavku čuojaha dánsui .
    #$ Son bonjadii skávžžáid ja ravkalii buoremielalaččat dárjui , gii lei sihke čuvgesvuovttat ja čáppat .
    #$ Geassemanus gaikui Guovdageainnu Nuoraidsiida .
    #$ De dohppi olmmái iežas seahka ja válddii doppe njuoska bihtá ja bálkestii dan gáivui .
    #$ 1. Máhtu lea gahččan gáivui .
    #$ Biebmobearráigeahčču ávžžuha ge vuoššat čázi dassážii_go dulde , jus it leat dárkkistan lea go du gáivui njommon dat dávda .
    #$ Son válddii biergguid ja luittii daid čiekŋalis gáivui , iige hal čázis fuomáš oktage daid ohcat .
    #$ Ja son celkkii sidjiide : « Jos ovttasge dis lea bárdni dahje vuoksá mii gahččá gáivui , ii go son dakkaviđe rohtteše su bajás , vaikko lea ge sábbát ?
    #$ Son attii dan gáivui nama Šiba .
    #$ Eatgo mii gotte su ja bálkes muhtun gáivui ja daja ahte meahccespire lea borran su .
    #$ De sii bálkestedje su gáivui .
    #$ Ii dárbbaš sámeaktivistii eará dadjat go « sámegielat » de son gal gusto njuike vaikke gáivui spiinni maŋis !
    #$ Luhča manná gurrenbiilla táŋkii ja čáhci luitojuvvo gáivui , muhto báhcá álo veahá luhča vuđđui .
    #$ Dál son ii dieđe vuos mo son galgá birget bensiidna pumpeaggregáhta haga , muhto son ferte luohttit iežas dološ gáivui mii gal doaibmá geasi-áigge muhto ii fal dálvet .
    #$ Son muvre dáin gáivui ja vel lieđđekrukkuige .
    #$ Jos ovdamearkkadihte galggai káfe vuoššat , de lei vuos dola cahkkehit ja de mannat gáivui dahje johkii čázi viežžat .
    #$ Go nieidan rihppui go ieš ledjen juhkamin , mearredin GWAPA:s ohcat veahki , muitala Brenda .
    #$ Geavu johtolat gáibida hui ollu vánddardeaddjis , dasgo dat lea báikkuid rámšui .
    #$ Bálgá guoras duovddan leat goas seahkalasvuovddit , goas jalges duottar , ja báikkuid johtolat lea rámšui .
    #$ Áilegasa gárddis vuojehit čorraga girdnui .
    #$ Son lohká dasto NRK_Sámi filbmejeaddji mannan filbmakamerain girdnui máid geahččalii gieldit .
    #$ Mii diehtit ahte boazoeaiggádat šaddet gárddiid divvut , vuojehit ealuid gárdái , viežžat girdnui ja doahput bohccuid gitta girtnus máid lohkkit sprájjejit ja čállet girjái geasa gullá .
    #$ Álggos lávejit vuojehit eallobihtá gárdái ja das fas bidjat girdnui .
    #$ Go leat geargan geahčademiin de bidjet fas eallobihtá girdnui gos mánát fas dohpot misiid gitta .
    #$ Nuorra dánsuguovttos jálosmuvaiga dađistaga ja manaiga girdnui dánsut .
    #$ Eallu šávihii girdnui olles riejain , bohccot ruvke oktiinjálmmiid .
    #$ Go gerget dainna de bidjet fas ealu girdnui ja de lea álkit mearkut misiid .
    #$ Earet_eará vuos girtnus geassit gávpebohccuid , dasto gávpejoris fas eará girdnui oaguhit bohccuid .
    #$ Go buot miesit leat gávdnan etniid , de fas biddjojit girdnui gos miesit ožžot bealljemearkka .
    #$ Miesit leat boahtán ruovttoluotta girdnui gos ožžo nummara .
    #$ OĐĐA ČUOVGGAT:Mattis Aslak Eira muitalii sii aittobeliid leat skáhppun ođđa čuovggaid girdnui .
    #$ Olggos manadettin muitalii Mattis Aslak ahte sii aiddobeliid leat skáhppun álbma čuovgarusttega girdnui .
    #$ Mun dieđán ahte leat stuora vuordámušat dán ráđđehusa návccaide ja dáhttui doallat ja ollašuhttit buot buriid lobiid ja sávaldagaid , muhto ferten muittuhit ahte ii leat go vihtta vahkku áigi dan rájes dát ráđđehus bođii fápmui , ja ahte áiggi dáfus ii leat leamaš vejolaš dahkat nu stuora rievdadusaid Bondevik II ráđđehusa bušeahta ektui mii ovddiduvvui Stuoradiggái maŋŋel guhkes ráhkkananbargguid .
    #$ Máhttoloktema oahppoplánadagus 2006-Sámi ( OM06S ) , nugo maiddái O97S lei , ferte ipmirduvvot vástádussan Norgga dáhttui čuovvolit bajábealde namuhuvvon riikkaidgaskasaš šiehtadusaid eamiálbmogiid rievtti birra oažžut oahpu .
    #$ Dan rájes lei Gonagas Haakon symbolan norgga álbmoga dáhttui soahtat friddja ja Norgga ovddas .
    #$ Mii doaivut ahte dát nanu , rájiidrasttidan ja girjás govvideapmi sámi servodagas heivešii maiddái du politihkalaš dáhttui .
    #$ eai leat bálljo oppage nu go eará áššit heivehuvvon Norgga stáhta celkojuvvon prinsihpalaš dáhttui eamiálmotpolitihkas .
    #$ Duođaleabbo váttisvuohta lea dat ahte luohttámuš riektiapparáhta dáidui ja dáhttui gieđahallat sámi riektigáibádusaid fuotnána .
    #$ Sámedikki dievasčoahkkimis 22. vahkus áiggun mun jearrat Ollis ođđasis ášši birra , ja vuorddán dál ahte Olli buktá vástádusa mii dávista SPR buori vuigŋii ja dáhttui dalle_go mun válden ovdan ášši Roavvenjárggas .
    #$ Sámediggi dovddaha , vuostálasvuođas Sámediggeráđiin , ahte lea luohttámuš sámi organisašuvnnaid ja ovttaskas olbmuid dáhttui ja návccaide ieža sáhttit ovddidit iežaset ásahusaid .
    #$ Ákkasteapmin čujuhan sámi árbevieru dehálaš mihtilmasvuhtii , namalassii nuppástuhttinnákcii ja - dáhttui .
    #$ · buori dáhttui ja
    #$ - Julggaštusaid olláhuvvan lea nannosit čadnojuvvon sámedikkiid resurssaide ja stáhtaid dáhttui ovddidit sápmelaččaid rivttiid .
    #$ Heajos dáhtus buorre dáhttui ?
    #$ Son lei ollásii gulolaš Ipmila dáhttui , muhto dat ii dáhpáhuvvan soađi ja gillámuša haga .
    #$ Dat máhttu ja vejolašvuohta ii dáidde eanaš suohkanpolitihkkariin , go sii han šaddet dávjá maiddái váldit vuhtii iežaset jienasteddjiid vuordámušaid ja dáhttui , nu_ahte dákkár proseassas lea bahá oalát vajálduhttit boazodoalu dárbbuid .
    #$ Weiler ( 1993 ) , kategoriseremii ja dáhttui mollet kategoriijaid oktanaga .
    #$ Muhto dat ainjo šaddá symbolan sápmelaččaid gálgii ja dáhttui ásahit iežaset kultuvrralaš domenaid .
    #$ Julggaštusaid olláhuvvan lea nannosit čadnojuvvon sámedikkiid resurssaide ja stáhtaid dáhttui ovddidit sápmelaččaid rivttiid .
    #$ Dát áššit leat billistan skuvlla nama ja dahkan eahpádusa eiseválddiid dáhttui čađahit plána hukset ruovttufidnoskuvlla sámiide .
    #$ Na dalle ii dávis min dáhttui vuoitun duiskkalaččaid gullot šat geardduhit boazu borrá sáhpániid , muhtin dáčča lei dadjan , sii baicca galggale val rámidit bohcco buorre biergun , olu biebmun ja hálmmasin .
    #$ li sáhte bidjat nu stuorra gáibádusaid « dáhttui » .
    #$ " Korssjøfjell-duopmu " « dáhttui » .
    #$ Dán láhkai mieđihivččii dáhttui mii ovdalis lei ovddiduvvon boazoealáhusa beales .
    #$ Dákkár ohcamat sáhttet gullat dáhttui hukset viesu guvlui mii lea láigohuvvon eanadollui .
    #$ oaidnemeahttunvuohta , maid dáruiduhttin dagahii dáin guovlluin , lea ain váikkuheame searvegottiid návccaide ja dáhttui fátmmastit sámegiela mielde
    #$ Lea maiddái jáhkehahtti ahte girku geatnegasvuođat sámelága giellanjuolggadusaide leat positiivvalaččat vaikkohan Norgga_girku dáhttui áimmahuššat sámegiela .
    #$ 30. Unnitlohkui dahje eamiálbmogii gullevaš mánás lea vuoigatvuohta iežas kultuvrii , oskui ja gillii .
    #$ Ruoššagielas gal ii leat dat namahus , eai ge loga eará namahusa ge nuortalaččain , earret oktasaš sápmelašnamahusa lopari ( pl. ) , dahje namahusat mat njuolga leat čadnon oskui , omd. " terskaja lop " , tersápmelaččat Guoládatnjárgga davvioarjelepmosis ( vrd. Hansen 1984 : 90 ) .
    #$ Doaba ” hálddahuslaš doaimmat ” berre maiddái dulkojuvvot ILO_169 artihkal 7.1 oktavuođas mii cealká ahte ” Dáin álbmogiin galgá leat vuoigatvuohta mearridit dehálašvuođaortnega dan ovdánumis mii guoská sin eallimii , oskui , ásahusaide , vuoiŋŋalaš birgenláhkái ja eatnamiidda main sii orrot dahje maid sii eará_láhkái geavahit , ja vuoigatvuohta nu guhkás go vejolaš jođihit iežaset ekonomalaš , sosiála ja kultuvrralaš ovdánumi .
    #$ vuoruhemiid ovddádusprosessii mađe mielde dat guoská sin eallimii , oskui ,
    #$ Formálalaččat sii ledje ortodoksalaččat , muhto olgguldasa vuolde bisttii vel ollu mii gulai dološ oskui .
    #$ Seamma riekti oažžut oahpa ii mearkkaš dušše ahte buohkat ožžot ovttalágan oahpa beroškeahttá sohkabeliin , doaibmannávccain , geográfalaš gullevašvuođas , oskui gullevašvuođas , sosiála joavkkus dahje čearddalaš duogážis – riekti ferte maid leat sorjakeahttá das guđe luohkkái oahppi šaddá .
    #$ Jus seamma vuoigatvuohta oažžut oahpa galgá doallat , de ii leat doarvái ahte buohkat ožžot ovttaárvosaš oahpa beroškeahttá sohkabealis , doaibmannávccas , geográfalaš gullevašvuođas , oskui gullevašvuođas , sosiálalaš joavkkus dahje čearddalaš duogážis – vuoigatvuohta ii galgga leat dan duohken makkár luohkkái ovttaskas oahppi šaddá .
    #$ Go dáid kulturmuittuid vel sáhttá čatnat boares sámi oskui ja árbevieruide , de šaddá guovlu erenoamáš miellagiddevažžan čájehit rievdama goddebivdoservodagas boazodoalloservodahkan .
    #$ Viidáseappot čatnasit várra muhtun kulturmuittut boares sámi oskui ja árbevirrui .
    #$ Nuortalaččat leat 1500-logu rájes dovddastan ruošša-ortodoksalaš oskui .
    #$ Go dáid kulturmuittuid vel sáhttá čatnat boares sámi oskui ja árbevieruide , de šaddá guovlu erenoamáš miellagiddevažžan čájehit rievdama goddebivdoservodagas boazodoalloservodahkan .
    #$ Ruošša-ortodoksa girku jorgalii nuortalaččaid risttalašvuhtii 1500-logus , ja uhca searvegottáš Njávdámis ain dovddasta iežas dán oskui .
    #$ Viidáseappot čatnasit várra muhtun kulturmuittut boares sámi oskui ja árbevirrui .
    #$ Dát boahtá ovdan 7. artihkkalis mas celkojuvvo čuovvovaččat ( dás jorgaluvvon dan mielde movt ON sambandet lea dan almmuhan dárogillii ) : Dáin álbmogiin galgá leat vuoigatvuohta mearridit iežaset vuoruhemiid ovdáneamis mii guoská sin eallimii , oskui , ásahusaide , vuoiŋŋalaš birgenláhkái ja eatnamiidda main sii orrot ja maid sii earaláhkái geavahit , ja nu guhkás go vejolaš ieža jođihit sin iežaset ekonomalaš , sosiála ja kultuvrralaš ovdáneami .
    #$ Dan_láhkai addet ovttaskas mánáidgárddiide vejolašvuođa heivehit ulbmilmearrádusa nu , ahte dat heive sin oskui ja filosofalaš oidnui .
ektui ja atnet árvvus guhtet_guimmiideaset duogáža , geahčakeahttá kultuvrii ja oskui dahje eallinoidnui • besset oahppat kristtalaš ja humanisttalaš vuođđoárvvuid ja
    #$ Go diet muorraviesut jávke , de báhce dušše oskui gullevaš geađgehuksemat vel .
    #$ Dávvirat gullet boazodollui , eanandollui , guolásteapmái , dáiddaduodjái ja oskui .
    #$ Eará guovlluin lea leastadianisma ráhkadan referánsarámmaid kristtalaš oskui , vaikko ii šat leat čielga leastadiánalaš girkoeallin .
    #$ Oskkuoahpahusođastusa guovddáš mihttu lea ahte mánát ja nuorat galget gávdnat giela ja govaid mat addet oaivila sin oskui ja eallimii .
    #$ Artihkkala mielde čearddalaš , oskui guoskevaš dahje gielalaš vehádagaide gullevaš olbmuin ii oaččo biehttalit vuoigatvuođa ovttas iežaset joavkku eará lahtuiguin návddašit iežaset kultuvrras .
    #$ Dasa_lassin Eurohpá Uniovdna lea jagi 2000 vuođđorivttiidgirjjistis dan 22 artihkkalis čatnasan gudnejahttit kultuvrralaš , oskui guoskevaš ja gielalaš máŋggahápmásašvuođa .
    #$ Lávddis mii lea Arkáŋgelska stuorámus lávd-diid searvvis , maŋimus eahkeda oassálastit ovdanbukte musihkkateáhterčájálmasa man sisdoallu čatnasii geafivuhtii , oskui , ahkái ja doaibmavádjitvuhtii .
    #$ Oasit Romssa historjjás čatnasit oskui ja oskumii .
    #$ 30. Unnitlohkui dahje eamiálbmogii gullevaš mánás lea vuoigatvuohta iežas kultuvrii , oskui ja gillii .
    #$ Dát guoská olbmo gaskavuhtii lundui ja oskui , sihke ealáhussii ja hálddahussii , árgabeaieallimii , kultuvrii , gillii ja identitehtii .
    #$ Guovtti áššis leat bilidan báikkiid , mat čatnasit oskui ja árvvoštallojuvvojit hui loavkidahttin .
    #$ Sámediggi ballá sakka ahte sámi kulturmuittuid bilidemiiid váidagat heaittihuvvojit , ja erenoamážit dakkár kulturmuittuid oktavuođas , mat čatnasit oskui ja garra dovdduide .
    #$ Dát guoská olbmo gaskavuhtii lundui ja oskui , sihke ealáhussii ja hálddahussii , árgabeaieallimii , kultuvrii , gillii ja identitehtii .
    #$ Dát guoská oktasašfágaide historjái , servodatfágaide , geografiijii , ja oskui ja etihkkii .
    #$ Luondu lea eamiálbmogiid leahkima vuođđu ja vuođđun sin máilmmeáddejupmái , oskui , boares vieruide , árbevieruide ja kultuvrii ollislaččat .
    #$ Ceavccageađggi kulturmuitoguovllu oktavuođas háliida musea hukset guovddáža oskui ja mytologiijai .
    #$ Viidáseappot sáhttet soames kulturmuittut oalle sihkkarit čujuhuvvot dološ sámi oskui ja árbevirrui .
    #$ Go dáid kulturmuittuid vel sáhttá čatnat boares sámi oskui ja árbevieruide , de šaddá guovlu erenoamáš miellagiddevažžan čájehit rievdama goddebivdoservodagas boazodoalloservodahkan .
    #$ Dulkon 6. ( 2 ) artihkkala ovttas 7. ( 1 ) artihkkaliin mielddisbuktá ahte ferte vuođđun atnit ahte stáhta lea geatnegahtton gávdnat sohppojuvvon čovdosiid guoski álgoálbmogiiguin áššiide mat gullet ” eallimii , oskui , ásahusaide , vuoiŋŋalaš vuogasvuhtii ja eananguovlluide gos álgoálbmogat ellet dahje geavahit eará_ládje ” .
    #$ Girjjáš sisttisdoallá čállosiid sápmelaš kultuvrra birra , giela ja daid servodatdiliid birra mat laktásit dárogillii , KRL , servodatohppui , historjái , geografiijai , oskui ja etihkkii .
    #$ Dat leat jaskesvuohta homoseksualitehta birra , nana oskui gullevaš bealit , identitehta ja gullevašvuohta máŋgga minoritehtii , ja hilgun ja sosiála olggušteapmi .
    #$ Kulturbirrasii sáhttet maiddái gullat guovllut mat čatnasit historjjálaš dáhpáhusaide , oskui dahje árbevieruide , ja danne dat álohii ii leat olbmo lihkahan eanadat .
    #$ Doarjagiid njuolggadusat eai leat čatnon etnisitehtii , oskui , sohkabeallái eaige gos don boađát .
    #$ Oktiibuot dat njeallje válljejuvvon báikki , Ceavccageađgi váldobáikin , leat hui erenoamáš ovdamearkkat ássamii , bivdui ja oskui Árktisas 12000 jagi čađa .
    #$ Luondu lea vuođđun eamiálbmot leahkimii ja sin máilmmeáddejupmái , oskui , vieruide , árbevieruide ja kultuvrii ollislaččat .
    #$ Thomassen deattuhii ahte luondu ii leat deaŧalaš dušše eamiálbmogiid ealáhusaide , muhto dat lea deaŧalaš maiddái sin árvvuide , oskui , árbevieruide ja ollislašvuhtii sin kultuvrras .
    #$ Lea maid vejolaš dadjat ahte čiŋat dahje baicce daid váilevašvuohta sáhttet čájehit man oskui olmmoš gullá , omd. lestadiánálaš oskku .
    #$ rievtti eallit iežaset kultuvrra mielde , dovddastit iežas oskui ja doaimmahit dan , ja geavahit
    #$ Okta dain konvenšuvnnain maid Ruoŧŧa lea dohkkehan lea ON mánáidkonvenšuvdna mas artihkal 30 deattuha ahte mánát geat gullet našuvnnalaš unnitloguide dehe álgoálbmogiidda lea riekti iežaset gillii , iežaset kultuvrii ja iežaset oskui .
    #$ Go dáid kulturmuittuid vel sáhttá čatnat boares sámi oskui ja árbevieruide , de šaddá guovlu erenoamáš miellagiddevažžan čájehit rievdama goddebivdoservodagas boazodoalloservodahkan .
    #$ Viidáseappot čatnasit várra muhtun kulturmuittut boares sámi oskui ja árbevirrui .
    #$ Dan_dihte lea Børre Knudsen šaddan oassi áibbas eará oskui go apoastaliid oskui , dan_dihte go dat ii oba gávdno ge šat .
    #$ Muhto diehttelas son ferte maid guoskkahallat Læstadiusa ja su oskku , mas eahpikeahttá ledje váikkuhusat dasa mii dáhpáhuvai Guovdageainnus , vaikko dán girjji čálli čilge ahte su mielas ferte ohcat stuimmiide maiddái eará sivaid go Leastadius oskkus , ja ii ábut oskui bidjat eanet deattu go das lei .
    #$ Dan maŋŋil jorrá sáhka oskui .
    #$ Dat sáhttá ge leat sivvan dasa go sus lea stuora beroštupmi ja áddejupmi maiddái risttalaš oskui , ja sámiid dološ oskui .
    #$ Lean goit fuobmán , ahte sin oskui ii leat sadji buot olbmuide .
    #$ Ii goabbage oassi galggaše dárbu báhpaide geat áigot váldit váikkuhusaid sin oskui Čállagii , dovddastussii ja beasti evangealiijai .
    #$ Viidáset čuožžu vuođđolága 4. paragráfas ahte gonagas galgá dovddastit iežas namuhuvvon oskui , doalahit ja várjalit dan , deattuha Ellon Áilu .
    #$ Luther oskku mielde ii dohkkehuvo homofiliija eallin , ja dalle ii sáhte girku mii dorvvasta lutherlaš oskui dohkkehit homofiliija , lohká Ellon Áilu .
    #$ Prinsihppa ahte buohkaide galgá “ sadji ” girkui , geat gullet ieš guđet ge surgiide lutherlaš- evangelalaš oskui , lea iešalddis dovddastusa vuostá , ii leat makkár ge ágga dasa ahte eai ane girkorievtti fámu mii sis lea sihkkarastit ahte juobe dovddastuvvon oskkolaččaide lea “ sadji ” girkui .
    #$ Baicca lea almmolaš girku ja dan oahpaheaddjit ja bajimusat njozet , muhto dárkilit buktán eará vuođu oskui ja eallimii ; álbmotoaivila .
    #$ Vuođđolagas $ 4 čuožžu ná : ” Gonagas galgá dovddastit iežas dan evangelalaš-lutherlaš oskui , giehtáguššat ja várjalit dan .
    #$ son dajai digašallamis maŋŋel Halleby duođalaš sártni NRK:s 1953:s “ Mu mielas ii gula gáđohusa oahppu ráhkisvuođa oskui ” Dákkár oainnu konsekveansa , lea dieđusge ahte olmmoš ferte beassat eallit nu go áigu , beare fal earáide ii leat vahátlažžan .
    #$ Dat man birra ášši lea dál , lea ahte besset go homofiillalaš ovttasorrut virggiide maidda galgá viháhuvvot , ja earenoamáš gáibádusat oskui ja eallimii mat virggi čuvvot .
    #$ – Čoahkkimis Máhttodepartemeanttain nanniimet ahte skuvla guhkkin eret gullá masage oskui ja religiovdnii .
    #$ Vasara maid dovddaha ahte čanastagat hellodatustibiid oskui gosa Ann-Mari vátnemat gullet sáhttet dagahan ahte searvegotteráđi eanetlohku ii hálit su girkus lávlut .
    #$ Dan_dihtii mii áigut neahttabáikki mii sihke hámiin ja sisdoaluin veahkeha oskui , doaivagii ja beroštupmái .
    #$ – Mearka gullá katolihka oskui .
    #$ Searvegotteráđi jođiheaddji Lars Johan Vasara lea máŋgga geardde dadjan iešguđet media bokte ahte ággan dasa lea go sis ii leat luohttámuš Ann Mari persuvnnalaš oskui , ahte muhtimat oaivvildit son ii leat čeahppi lávlut , ahte son ii leat stáhtagirku miellahttu ja ahte su váhnemat lea hellodatustibat .
    #$ De juste leage go mii dovdat ahte Jesus skoalkkuha min váimmuid uksii , ja mii oažžut fas min oskui oktavuođa , go midjiide muittuhuvvo manne mii ávvudit girkobasiid .
    #$ Dál go skuvlla risttalašvuođafága lea rievdan , lea searvegottiin ja ruovttuin stuorát ovddasvástádus go goassege ovdal oahpahit ja láidestit mánáid risttalaš oskui .
    #$ Dat ahte leat oainnut oskui mii lea čihkosis , dahje rašis oskui , dat gullá risttalaš searvevuhtii .
    #$ Sotnabeaiskuvla Norggas lea bidjan mihtu ahte eanemus lági mielde mánát sotnabeaiskuvllaide miehtá Norgga , ahte buohkat galget oažžut vejolašvuođa oahpásnuvvat evangelalaš - lutherána oskui .
    #$ Erenomážit sii geat gulle Læstadialaš oskui , ledje garra vuosttildeaddjit dása .
    #$ – Čoahkkimis Máhttodepartemeanttain nanniimet ahte skuvla guhkkin eret gullá masage oskui ja religiovdnii .
    #$ Dán árbevirolaš ipmilbálvalussas maŋimuš vahkkoloahpa borgemánus deaivvadit Norgga , Ruošša ja Suoma beal nuortalaččat , muhto maiddái eará ortodoksalaš oskui gullevaččat bohtet .
    #$ – Guđas leat mii dáppe Njávdámis geat leat gullevaččat ortodoksalaš oskui .
    #$ Guovlu lea gáhttejuvvon go dáppe leat duktasajit , ruošša-ortodoksa Bassi Georg kapealla ( 1565 ) , kirkogárdi , suovassávdni ja olu goahtesajit ja oskui gullevaš meanuid sajit nugo gásttašansadji .
    #$ Juohke logi jagis iskojuvvon norgalačča oktavuohta oskui .
    #$ Gullágo dat kristtalaš oskui vai leago oassi álbmotjáhkus ?
    #$ Čállosat mat leat gávdnon , leat oanehaččat ja dutkit eai leat ovttaoaivilis leago dát albma čállingiella dahke leat go dušše symbolat main lea politihkalaš dahje oskui čadnojuvvon mearkkašupmi .
    #$ Arvid Sveen lea gallestallan 200 erenoamáš luonddubáikki dáppe davvin , maid navdá leat sámi dološ oskui čatnon .
    #$ Ovttastuvvon_Našuvnnat dohkkehedje 9.12.1948 álbmotgoddin rihkkumuššii čuovvovaš meroštallama : “ Álbmotgoddin mearkkaša man fal čuovvovaš daguin , mat leat dahkkojuvvon muhtin našuvnnalaš , etnalaš , čearddalaš dahje man_nu oskui gullevaš joavkku duššadeapmin juogo oasi dahje ollásit : a ) jovkui gullevaš láhttuid goddin ; b ) falleheapmi joavkku rumašlaš dahje heakkalaš ollisvuođa ala ; c ) joavkku eaktodáhtolaš vuollánahttin dilálašvuođaide , maid geažil joavkku dušša ; d ) doaimmat , maiguin geahččaluvvo vuoliduvvot
    #$ – Šamánaoahpahus ii gula makkár ge religiuvdnii ii ge oskui .
    #$ Eatge lean dás oba vuordánge eará bohtosa , go gákti ii leat čadnon makkár ge oskui , iige politihkalaš oainnuide .
    #$ Son čilge ahte dál lea Norgga kirku maid láhčán saji sámi oskui sámi vuogi mielde ja lohká kirku lea ja leamaš dehálaš sámi eallimis .
    #$ Boađusin das šattai ahte politihkalaš dahje oskui čatnon biktasat eai gildojuvvo .
    #$ Naba jus nubbi munnos lea eará oskkuservvodaga miellahttu dahje gullá eará oskui ?
    #$ Dalle_go sápmelaččat galge oahpahuvvot risttalaš oskui , de gullogođii ahte juoigan ii heiven risttalaš oskui .
    #$ Norga aŋkke sáhttá leat čeavlái danne , go dán váttis dilis lea riikaálbmot , beroškeahttá makkár čerdii , oskui dahje politihkalaš beallái gullá , čužžon beallálaga morrašis ja čájehan ovdamorraša guhte guimmiidasamet , eat ge leat diktán suhtu ja vaši min badjel vuoitit .
    #$ Vaikko sus lei dát vásáhus mánnávuođas , de sus lea eará oaidnu Ipmilii ja oskui dál dađi_mielde go lea ovdánan ahkái , daddjo jearahallamis .
    #$ Gulahallamii ja intellektuealla hommáide , bearrašii ja ruktui , dearvvašvuhtii , ráhkesvuhtii , romantihkkii ja sosiála doaimmaide , oskui , filosofiijii , alit_ohppui ja olgoriikamátkkiide , ustibiidda ja buot miellagiddevaš spirituealla doaimmaide manná dus olu áigi 2014:s .
    #$ Apoasttal Paulus geavaha speadjala govvan kristtalaš oskui .
    #$ Ollugat oaivvildit ahte olmmoš ii galgga leat nu vissis dasa mii guoská oskui , danne lea olmmoš ain ohcamin ja mátkki vuolde .
    #$ Ja 11 olbmo leat ohcan seammalágan virgái mii gullá isláma oskui ja geavadii .
    #$ Ráđđehus deattuha ahte skuvlla bargu ii leat sárdnidit , iige bidjat nuppi osku ovdalii nuppi , muhto oahpahit mánáid jurddašallat kritihkalaččat , maiddái gažaldagain mat gusket oskui ja eallinoidnui .
